gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
ASMT,0.792000671906915,-1.553005733458979,2.8659477319078563,0.02183367038091545,0.04368481568667271,-3.6379083845879965
C14orf132,0.1882979211181528,6.28165554371257,2.8657204112412424,0.02184114122197662,0.043694767376628425,-5.0211456854683565
DCTN4,0.1368033565336484,6.493258812622539,2.865508494722245,0.021848108205207967,0.04370370890294172,-5.027760745381742
CBLL1,0.16512579664449678,5.185052466185715,2.864662244008536,0.021875952671620874,0.04373940765547231,-4.9247218077927695
COX11,0.17361918019684186,5.927726034684805,2.863749652311944,0.02190602136337442,0.04378543840878599,-5.006625603300226
CADPS2,0.333838882435054,4.4922319605241015,2.8636598274893976,0.021908983296607242,0.04378543840878599,-4.787604434593815
SFXN3,0.21588012810653012,4.73544372711884,2.8631636150734536,0.02192535318962806,0.04380967868053044,-4.844302176704743
RP9,0.2286536037264022,3.836102751721919,2.8628294226280335,0.021936385265826416,0.043825186181835424,-4.611151162471346
ZSCAN18,0.17408373097195806,5.9360811147214925,2.859999962077478,0.022030020774357544,0.04399216404547331,-5.013027999474043
TSPAN2,0.25688457613514704,5.106797987617417,2.8595271187599285,0.02204570911337553,0.04401846916647175,-4.920224431939827
TOX3,0.4187809268748386,2.766911714714961,2.8580934616164715,0.0220933471125688,0.044101587028860904,-4.341082781901266
B3GNT4,0.5068829644942228,0.08248207320929635,2.8577829507391086,0.022103678964022946,0.044112503847577214,-3.8831675503609384
SPECC1L,0.19483349095559266,6.752400304357596,2.8572102055103086,0.022122749514701223,0.04413704181481663,-5.04507673541737
PDZD8,0.1571590680353454,5.986008185877077,2.8570393823100404,0.02212844068385403,0.04414336337514383,-5.020788055287796
PFKFB4,0.27304764800492176,3.3377776704529047,2.85587751668719,0.022167189984834867,0.044210583262437354,-4.485608226980132
HMGXB3,0.16688327133136305,5.928810979235588,2.853340005334013,0.022252063938336474,0.0443495292547779,-5.022972881101429
CTA-246H3.11,0.8030760643113468,-1.884264310488613,2.851070985119434,0.022328243696465116,0.04448109476826538,-3.618109192917689
MAP3K5,0.6480769216256612,0.20552924208198942,2.850219351383852,0.022356906279841764,0.04453312498474115,-3.913878396743876
PLSCR1,0.30566438900256454,4.193284193982006,2.849826669693821,0.02237013525928281,0.04455440438222057,-4.7310255080808234
SGK1,0.818996111895169,4.7865718355327465,2.8492784589543896,0.02238861744255167,0.04458614050611263,-4.876840965551109
RAD9B,0.5361986042180136,0.35954066611040614,2.8484119865395496,0.022417861773477453,0.044639299405334766,-3.9406690093007497
ATP6V1G2,0.36064990079913883,2.6137914173941694,2.845988541602997,0.022499866595497537,0.04478220718319056,-4.32571077150015
CHRNE,0.8467308651628644,-1.7244439489315564,2.8456316634335144,0.022511969000781323,0.04479497097863945,-3.646685497432477
PIK3AP1,0.663518557900426,0.8554599548432409,2.8455729989813126,0.022513959069497342,0.04479497097863945,-4.021929350927319
CAMK4,0.35058639123383406,2.784593830203571,2.844346045768913,0.022555622826766267,0.04486256465623811,-4.36654658577655
HSPA2,0.39267876215130504,1.9873702256946348,2.8433033497938864,0.02259109274189144,0.04492290135117708,-4.206274733359297
STAG3L3,0.32262493093231814,4.76453205381897,2.8431143224786553,0.022597529185307955,0.04492889454299143,-4.881856099664166
UGDH,0.18462666508213488,6.484396393139988,2.843064039525485,0.02259924165766104,0.04492889454299143,-5.062646311576781
URI1,0.13571222546322748,6.081064143160301,2.8423755401477995,0.022622703260133166,0.04496407365694465,-5.048869488844268
RP11-146N23.1,0.8712825546081693,-1.4525139006492043,2.8420844854517258,0.022632628977912843,0.0449748324420278,-3.6873866705285847
TSC22D2,0.14966108466934003,6.1663952715254755,2.8402947133944316,0.022693764412233926,0.04507925331150058,-5.05626450558688
LOXL4,0.40431397875620245,2.4855865971451028,2.840169231484565,0.02269805708484094,0.04507925331150058,-4.307380914473338
GPCPD1,0.22139506412609578,5.727495694960054,2.838083644851515,0.022769527650489268,0.045200676614397244,-5.031805999047263
TIGD2,0.255110509640458,3.8388102190696536,2.8372795651697813,0.02279714493042772,0.04523497438910927,-4.651781924730452
ZKSCAN3,0.35275701962230066,4.336171060631065,2.835557319455819,0.022856415136135524,0.04534229775164217,-4.7916744390498245
FAM49B,0.14620576335266033,6.442152612847487,2.8351259343252995,0.022871286095850502,0.04536665556464384,-5.073980909375879
SLC25A21,0.34665589493764415,2.725235195300706,2.8341569374192765,0.022904726586347877,0.04542268931714659,-4.368855482401699
GRIA3,0.27776162503960444,3.1648874824551627,2.833944547336744,0.0229120630426417,0.04543208965248579,-4.474956665728207
LL22NC03-80A10.6,0.275368535216451,4.288416792195957,2.8329949495496476,0.022944894270688698,0.045492035445590474,-4.7830517483973924
STAT4,0.8388499652520756,0.6992283652403177,2.831065206324317,0.023011763545037783,0.04561427846336839,-4.020357702996707
GLRA4,1.0335246355133754,-1.5807662657643136,2.8307477163522865,0.02302278455593634,0.04561920708315969,-3.687870851321639
SHPRH,0.2169659859117301,5.945714055814495,2.830543058757527,0.02302989172939212,0.04561920708315969,-5.059717257533849
TRPM6,0.5242051435758491,0.13376061355054575,2.830340910555245,0.02303691399620181,0.04562795223763843,-3.93336396482493
AP1S3,0.3208374865462731,2.754808004496142,2.8288827323151375,0.023087634433382707,0.04571806211947086,-4.383775507930629
BCL2L13,0.18090619650524165,5.694774659780631,2.8286664188652426,0.02309516843081159,0.045723519334052797,-5.043650668505126
SNX4,0.14779107058651508,5.626060993899787,2.8286535657874623,0.023095616171992267,0.045723519334052797,-5.037254963937886
PDE6D,0.2563162425365335,3.852645137687957,2.8270985876010233,0.023149850928226173,0.04582052272288539,-4.671541478755419
HERC2P3,0.45636310211968834,3.9385694579387467,2.8268155947137745,0.02315973541426049,0.045829719553787666,-4.696055450737461
TRIM33,0.17090234438790652,7.105382703804375,2.8263180067374156,0.02317712599219191,0.04585376232191817,-5.097019597379051
PIGN,0.23519074474171742,4.808222981744187,2.825394440721769,0.023209440354814915,0.04590731284829956,-4.9185947056312
RP11-797H7.1,0.5773516434051041,1.244602309119846,2.8246285476728734,0.023236273435378513,0.045949851433671376,-4.113215089440715
GAN,0.2518227412135934,4.798504198587966,2.824555788513987,0.023238824229269768,0.045949851433671376,-4.91793817328177
COPB1,0.13921977963001986,7.4710976647866465,2.8240831990976645,0.02325539937031885,0.04597743007357469,-5.10106901817005
CD33,0.6617920179935719,-1.1111989574537515,2.823618301787337,0.0232717167048874,0.046001602577783116,-3.7613494951781306
ZNF624,0.29784675348661205,3.8472199186722102,2.8218125470565165,0.02333520937444896,0.04610917218196504,-4.6782756476528835
RAB35,0.15773435956095128,5.672642626884233,2.8210847477371637,0.023360850571969526,0.04614941568738934,-5.0535407192409
ADRB2,0.8563631450336386,0.6300666458517911,2.8203595596727316,0.02338642886972039,0.04618951679359335,-4.026160210693508
CAPZB,0.16404029241371187,7.591771581569894,2.818285120963078,0.023459757615352572,0.04630298877859854,-5.109575924920375
ARID1A,0.1688628878619962,8.154806784152003,2.8159073521620814,0.023544102369757763,0.046464220973090234,-5.10823373392411
FAM69A,0.22654321626131768,4.1434886842022545,2.8158305838347264,0.0235468307530366,0.04646436528500084,-4.770382990422982
RAB8B,0.1562710750095455,5.422059947229403,2.8149349425077124,0.023578686537377793,0.04652197944724028,-5.035871000049184
KCNK1,0.4832477592109554,3.4361495537104254,2.8142015272936853,0.02360480564494134,0.0465682631319987,-4.576830052785059
SPOPL,0.1719251483574764,6.4200855059857505,2.8134760460821835,0.02363067174479523,0.04660353035750837,-5.107270346624182
TRAF5,0.20037548966877328,5.786273933830151,2.8128385005805607,0.023653426894976536,0.04663789489974021,-5.076169556611096
TRNAU1AP,0.23009112824395483,4.222738253807143,2.8115658404216086,0.02369891846639657,0.04672232697650671,-4.7987890505197575
ARF1,0.1468181064833658,8.303525862427877,2.8091036788056454,0.02378718701086284,0.04686466848717505,-5.116881326480625
TC2N,0.4163424545076953,0.6331329624831208,2.8085361377984865,0.023807581706156485,0.04689956909557946,-4.0449030790406315
RP11-206L10.2,0.23320717947351977,7.82891591185246,2.80803937129649,0.0238254479967787,0.04692805153236265,-5.123927590760412
ZKSCAN1,0.2820674135616086,7.399002255020966,2.807835973617715,0.023832767242019937,0.04692805153236265,-5.126704039083921
ACMSD,0.6136186812071946,-0.3044891814375409,2.8073902559358257,0.023848814507324474,0.04695436600626361,-3.90178626974881
ATP8B4,0.7180144387311884,-0.9246878223785102,2.8072166355252626,0.023855068432281006,0.04696139526341381,-3.8122270224864874
IRF6,0.7563966952827113,0.443775665146364,2.8041612985236384,0.023965402607205803,0.04715207783039064,-4.022108263883949
ACSM2B,0.46863176565438824,0.6526637639935466,2.8030961601629825,0.024003991166736002,0.04721738325390213,-4.056347626423614
MARCKSL1,0.2051055583199375,8.872363627317315,2.7996288338774256,0.024130054824111572,0.0474600235323287,-5.121343382649325
RP11-226E21.4,0.495901855390823,1.026458936982597,2.7993090879951783,0.024141714545580294,0.047466950880124675,-4.119371814095789
VIL1,1.418064151182659,0.5330883414584411,2.798966982676736,0.024154196087473677,0.04748082198772207,-4.044097232925209
DIP2A,0.20026414224077804,6.147893641669533,2.7980872135337878,0.02418632476976512,0.04753329932009432,-5.121439244323808
HELQ,0.2561289092952528,3.7631290176658565,2.7974716558221293,0.024208830947175,0.047572187843303235,-4.6928068308542485
DCBLD1,0.2226631870221869,3.748650633169771,2.797003382772353,0.0242259666095403,0.047595171180009624,-4.689504964947409
RBBP4,0.13253909875625602,8.730870122070264,2.7959084501603093,0.024266082926690243,0.04766863326607011,-5.1300978615217785
OBSL1,0.2522288203782459,7.820788979203565,2.794775643245508,0.024307659391759065,0.047739588293646676,-5.144745233464439
HSFX2,3.1280218049975566,-1.6965842719423991,2.7915059517544356,0.02442807890012835,0.04795994083623314,-3.7325885890512702
ULK3,0.18309047580950288,4.767440380043427,2.791248496794697,0.024437586940280524,0.047973225697550914,-4.96354732570313
BST1,0.7867771974057234,0.5076722410015722,2.7905902237647675,0.024461914996374966,0.04800482791539369,-4.0530620795016565
MYO7B,0.8580478097437825,0.7246404967866905,2.790322671885622,0.02447181019138984,0.04801886146435645,-4.087246898507964
SUPT20H,0.15387045492636098,6.487374664582587,2.789283201506094,0.024510293574477742,0.048078200567176994,-5.14685052253407
FBXO21,0.15094968852297708,6.322740643622586,2.7889618727305288,0.024522202531526247,0.04809077912127959,-5.14269807932768
KRT8P12,0.3456993876997039,2.0312289548602784,2.788281889510218,0.024547423573794327,0.04813484593431498,-4.299618180417173
RAET1K,0.6125465730594821,-1.3987597902535345,2.787953637073506,0.024559608301866886,0.04815334293270237,-3.7770286150043546
OR7E38P,0.4999392542905088,1.2481710978395582,2.7874803078853243,0.02457718931597782,0.04818241494961863,-4.171304357626497
GEN1,0.1748385356796538,5.082683922151439,2.7867924890341116,0.024602760439916348,0.04822714293022249,-5.029865433204543
PCNX1,0.17518862357760767,6.878949745191639,2.7847903064889605,0.024677352891294625,0.048351696142063,-5.1598681330022504
SMARCAL1,0.16230404970581436,4.749810736681418,2.783992995919308,0.024707122364357792,0.048404605268013545,-4.971135175106554
ATP6V0D1,0.2636963994492101,5.9381832949959605,2.7827934140626507,0.02475198171909623,0.04848104000053402,-5.1339259784795575
TNRC6B,0.2162789248039303,6.441429768833852,2.7827275182487465,0.02475444839160932,0.04848104000053402,-5.1559338794672644
FER,0.24248864931573877,5.960317048369394,2.782575142469107,0.02476015323700979,0.048486786201257195,-5.135689953832047
ZNF732,1.1761519344108424,-1.3761716542985478,2.7819915773439345,0.02478201411991773,0.04851873630392038,-3.789135173628101
SFSWAP,0.16925229148805077,6.209602947184008,2.7815425833502854,0.024798847457679,0.04854026517854187,-5.150003433942093
SLC4A1AP,0.15431431811758856,5.109304700078328,2.781476336644033,0.02480133213105565,0.04854026517854187,-5.042683088777852
RP11-274B21.13,0.8906811779735089,-1.501128284238216,2.7809421972893977,0.024821375185072117,0.048568628465120986,-3.7741713636174845
E2F6,0.1646630122111663,5.094453756855954,2.7807453795832386,0.02482876480657358,0.048577656009641215,-5.0413237310119525
PDXDC2P,0.32580226525199096,3.7770967790586707,2.7806660290569845,0.02483174470738797,0.04857805485014892,-4.722930798162995
RP11-611L7.2,1.0138776100202112,-1.0013977239080973,2.7792511902968027,0.02488493929632232,0.048671236475505114,-3.8443376175001256
FAM218A,0.7074017306547442,1.439402043099459,2.7783979664327405,0.024917075545843104,0.048717754746000944,-4.215271205140699
NPEPPS,0.13754204739199505,7.8015128880390625,2.778178388370624,0.024925352797381915,0.048728493866761945,-5.170870593176984
EIF1AX,0.14972053162189258,7.298474595717433,2.777964514613259,0.02493341775693502,0.04873337175568033,-5.173479977044105
PANK4,0.24536236641085019,4.604949395892012,2.776592460511915,0.024985220845167935,0.04881826480232176,-4.95072885118854
TMEM251,0.24151144204392194,3.290378749970291,2.7757314474386963,0.025017786060058004,0.04887643611309088,-4.598092384939868
NAGA,0.16779343520084655,4.826655299712383,2.774464714285922,0.025065776350678567,0.048953870888985125,-5.001903940344851
CASZ1,0.3868908760864542,4.882465132934514,2.774463715498963,0.02506581422740195,0.048953870888985125,-5.012901252630723
AK3,0.13217512064332926,6.392308379339599,2.7740153423658245,0.025082823746531365,0.04898162400854284,-5.16822209129173
TOP2B,0.14019755632563857,8.596554502337074,2.7738995186773328,0.025087219585909114,0.04898474174668864,-5.1671211057674284
EEF1A2,0.35700057584132594,5.383411613070659,2.772150220358381,0.02515370755658123,0.049098129228401,-5.097877405366395
EXOC8,0.20282050586234757,4.236020848950723,2.770506202938797,0.025216360320078787,0.049203957319475765,-4.866560902364844
IL11RA,0.20718441645389873,5.430905068883541,2.770308191944556,0.025223917326380307,0.04921321544144598,-5.106792552667651
BMS1P2,0.3633589902481411,2.959839185857901,2.768378732029483,0.025297677225123216,0.049335122452070786,-4.52624107772545
FKBP15,0.15525538657730387,5.195550251494571,2.76752522672736,0.025330376460089347,0.04938679319850151,-5.0782523743483345
UST,0.24866188031827985,4.247141158010573,2.7674662040372375,0.025332639336519205,0.04938679319850151,-4.874347769683364
CEP104,0.20092759765118906,5.003048124203207,2.7669644807316924,0.025351883406519254,0.04941880447038882,-5.0470766853252425
APBA2,0.15549376549213623,5.09336966838391,2.7668728226490766,0.025355400673362047,0.04942015553387864,-5.062834985627898
GNG7,0.30197366151544447,3.2338593084900085,2.76671595048527,0.025361421623131805,0.04942638567581952,-4.597431361199482
FAM20C,0.34547504134295925,2.2857051158328474,2.762541798184762,0.025522175657170663,0.04969539911258812,-4.387662373297246
ITPR2,0.2326248866506706,4.665473978149195,2.761709488760301,0.025554355297213,0.049747141660245985,-4.987647404748813
MINK1,0.2039407071953594,6.668502586782208,2.7617074311198224,0.025554434903934577,0.049747141660245985,-5.193366939931379
PLA2G4F,1.0257298921034153,-1.3749930188230255,2.7605497992604024,0.025599262492228225,0.04982421747084757,-3.822014328932302
WHAMMP2,0.3567327755449874,3.0387053033917333,2.7600488209881555,0.025618687361778456,0.04985004004712123,-4.558513494508318
DHX9,0.16798875792660262,8.520007382733507,2.7598551864152894,0.025626199411673992,0.04985578248073733,-5.190474903204588
PAPSS1,0.13824825742458646,6.9132659909205225,2.7592166156314044,0.02565098891307777,0.04989070301099787,-5.200245782494976
TBC1D13,0.19237786505814292,5.5950603814408675,2.7582594602274026,0.025688192446686495,0.04995195906484798,-5.144187297721432
TYW1,0.166056427235163,4.813954555663348,2.757679129722229,0.02571077641511786,0.04999031960979416,-5.025628997318249
EPHA5,1.021353310047007,-0.6063783423945371,2.757500877798189,0.025717717337493395,0.049998259714342505,-3.9338409444243307
RP11-274B21.1,0.418377472076112,3.32967776180875,2.7568691382322377,0.02574233215747832,0.05003206730303773,-4.637848601727743
TIMM17A,0.14295301839651486,5.821933007980775,2.756834450032776,0.025743684438913752,0.05003206730303773,-5.166577875597056
SERINC3,0.16804978868078546,6.751684120744826,2.7566432756616535,0.025751138481200603,0.05004099636674396,-5.202392609538799
ZNF285,0.27793682334581726,2.956277893768304,2.7558892750058197,0.025780559352835436,0.05009260583114227,-4.544835795156683
ZNF333,0.2350543824789657,4.365582546984983,2.7557250794259094,0.025786970823732214,0.050099500659985564,-4.9241572393987365
AKAP17A,0.23333588412660244,6.590848012006537,2.75518828275577,0.025807943051118557,0.0501346797792544,-5.202263505249292
KAT7,0.1754628147112891,5.989332720075357,2.7510456324507517,0.025970387917624124,0.05041666498452458,-5.186788262324088
ACAP2,0.14351499224572084,6.287189412905157,2.7507890692725643,0.02598048319249751,0.050425074909662145,-5.20113907838568
CBX3,0.1504702239274387,8.183917943236821,2.7492411894973374,0.026041475508133505,0.050524132455116194,-5.212174663490028
TMEM44,0.26355917997847156,3.506610280697813,2.7487176488349405,0.026062138491700724,0.05054991814079705,-4.698117054156936
C9orf72,0.21430653147548995,5.370280331535042,2.7486220850052705,0.026065912012938054,0.05055109539935089,-5.132941490765322
DERL2,0.14688259858941866,5.40808386234791,2.748555969233206,0.026068523051816814,0.05055109539935089,-5.1379313201983
RNF121,0.16740464741566807,4.999551415479054,2.7474308276569364,0.02611299855013441,0.050614904921223086,-5.077005692852325
HLA-V,1.335859917797979,4.0093885070256,2.7447012669145465,0.026221221222985067,0.050785296090870576,-4.8441703913121135
PPP1R3A,0.6866698340040222,0.5995568919709345,2.742508759566113,0.026308486437591254,0.05093739811588951,-4.141707416463291
GUCY1A2,0.25778473362919563,4.322282055971729,2.7421351214764713,0.02632338773769649,0.05096061091071478,-4.933980537398691
GCGR,1.707047846743479,-1.6483108489287006,2.7408667735372236,0.026374036655283064,0.05104172389192638,-3.8159446682470914
GTF2IRD2P1,0.6019563847769236,0.14965022236339023,2.7405173455609,0.02638800805141076,0.05105746935997754,-4.074293724657174
ZMYM1,0.2680115710972064,4.360072315645722,2.739307503159825,0.026436441068509637,0.051145525954433405,-4.948375820629677
TMEM185B,0.22774293189139616,4.2700929976131174,2.7387211845920536,0.026459945916630888,0.051174693997606026,-4.925463841816187
CXXC4,0.1995550698579267,4.992555714673236,2.7380961039589544,0.02648502848551323,0.051210362069397254,-5.090366913582647
ATXN7L1,0.30492139962778797,3.4437959477485918,2.7380342250124636,0.02648751283445423,0.051210362069397254,-4.69770689729935
RBPJ,0.1478584681159516,6.963695887238284,2.7373968878766464,0.026513115007371444,0.05124232092841488,-5.234890053085383
TNFAIP3,0.3225064845248182,5.72614049586768,2.7373311770446485,0.026515756100737,0.05124232092841488,-5.189293420293521
LLNLF-176F2.1,0.3487622751591055,3.1823341220092374,2.7351489996145757,0.026603618260289456,0.051400763601281346,-4.633407180122274
TPM3,0.19033348035965325,8.035746894618237,2.734881412146173,0.026614412967644236,0.051402023415909215,-5.236394298407909
FBXO31,0.24363126837524973,4.455721577780703,2.734492218916702,0.026630121435994848,0.05141790742673219,-4.980448873635656
SLC24A1,0.21830869277145704,4.006274515598688,2.7339137415652237,0.026653487424925546,0.05145166866506036,-4.860144058028757
MIS18BP1,0.259257641612912,5.736894217883895,2.731161302946664,0.026764955127757423,0.05164975185053233,-5.199856538214457
RP11-729L2.2,1.1126865659820724,-1.3834474666550864,2.730595943484679,0.026787910511666013,0.051676798752666335,-3.8666016926354136
ZNF707,0.2761704442054045,3.6716154658953677,2.7305684500741476,0.02678902734971764,0.051676798752666335,-4.77180357189394
LMOD1,0.2531461423438284,6.34451920989714,2.7290688639068317,0.02685001651106141,0.05177393266413924,-5.237111867346568
RBP5,0.4373842094165731,1.1883561224535946,2.726911608679963,0.026938005233558153,0.05191499488788922,-4.2559452838251355
FAM185BP,0.8292200348591223,-1.0784235562560207,2.725655699855752,0.02698936755934994,0.052002526196990154,-3.915668101626213
ALDH4A1,0.29205800600690424,4.937208274161663,2.724249122867391,0.02704701179896437,0.0521078563767563,-5.101881280843874
IRS2,0.209815588716447,5.346940047968558,2.7225071937171346,0.02711857571567322,0.05222273098366521,-5.1706451809331515
ORAI1,0.24820105872351705,3.7085282466129903,2.722186031046491,0.027131791423518792,0.05224243157131991,-4.795123751183205
FBXL12,0.15680966115841333,4.869973399454983,2.721162446121039,0.0271739559070548,0.05231210719665038,-5.093825803770029
AP4S1,0.2505580381874637,4.097840841383492,2.719936092618456,0.027224562143603425,0.05239799966464104,-4.907564785295456
Z97634.3,0.40144428664249254,1.4462250868610227,2.7187879493109484,0.027272029196250866,0.0524833309074913,-4.308778943613451
SEPP1,0.33487145311558386,6.205230948747865,2.718680874355369,0.027276460291018854,0.0524833309074913,-5.248167371770647
GNAI1,0.17504365990967052,5.9757325501923395,2.71864619544975,0.027277895571383128,0.0524833309074913,-5.23665676416889
S100A11,0.2537824348263502,5.741754194963783,2.7178578965377476,0.027310542497056327,0.05253459197053849,-5.221067226479972
ATG14,0.22703020590006417,5.297570600795393,2.715782430127985,0.027396689759008663,0.052677142522018744,-5.174375616585869
MEX3A,0.14278945431158263,7.593984184906382,2.7154247857363116,0.027411562969765362,0.05269994950647375,-5.270491297081296
PSMD9,0.17164804590218363,5.013223491979271,2.7152769651075803,0.02741771276008013,0.05270598215847987,-5.129702609142333
TOPORS,0.13833595903681584,5.344352084434159,2.7150740047669935,0.02742615885152833,0.05271642725646905,-5.181921935804086
C6orf1,0.38823908906350835,1.2681581245221694,2.714479434913418,0.027450917036733434,0.05275242666657131,-4.287490546531846
LPXN,0.40836784183659014,1.4956915933033788,2.7113007290760125,0.027583671860724825,0.05296939326720315,-4.328313676258164
C1orf52,0.14792851563433906,5.068385783149351,2.7107374917106184,0.027607263816122496,0.05300049473596572,-5.1463734730387625
SMARCA5,0.1262829360432729,8.255179814561831,2.710279875397318,0.02762644702455805,0.05302843696883084,-5.272174910350833
MVK,0.2539873157970711,3.9882601275352574,2.7102457215942657,0.027627879298521677,0.05302843696883084,-4.892031696420403
MAP3K7CL,0.6074642887948648,0.30822316325586313,2.7101318249751327,0.027632656221337905,0.05303178890296029,-4.14599093585186
NR2C1,0.18058599713831391,6.019736015027703,2.70813513385235,0.027716537766799235,0.05316361880754355,-5.255626702506968
RABGGTB,0.21678952181431388,6.4418898748398785,2.7078341562455726,0.0277292046904033,0.053176257849574506,-5.27311432848413
SRP72,0.1373195543163943,7.4387184008420935,2.7070564606054326,0.02776196240428298,0.053233243492499215,-5.284269048838912
SERF2,0.1586919182886719,7.858738598072058,2.706053192918332,0.027804280546035665,0.05330854665005786,-5.283232904728904
LHX9,0.6122808302079825,2.1573789757136392,2.7053559202777637,0.027833730921058265,0.05335331990224544,-4.451921798464639
DAPK1,0.17196452247200256,7.761708986633326,2.7048670040789573,0.02785440023763686,0.05338709197791976,-5.28588222049549
PYGM,0.15537000831108827,6.249324324429817,2.7046967564302373,0.027861601307521,0.05339504558978316,-5.271825617326645
ADAMTS18,0.7686195679910317,4.063049238275933,2.703024983731728,0.027932415422741278,0.05351903399568046,-4.924255092142673
CTAGE8,0.7227963680689757,-0.11886532546508564,2.7026794747855583,0.02794707387016525,0.053541257461574523,-4.091031761984542
PTBP3,0.14707451244509695,6.233197703364534,2.702475556368221,0.027955728968667527,0.05355197605065277,-5.274670387310315
ZNF664,0.14890070958727186,7.896674110676023,2.7017529491999284,0.0279864215213376,0.05359903581064755,-5.289611106389316
RP11-1212A22.1,0.22271635437009074,6.090539801696855,2.7013949882963795,0.02800163869085975,0.05362231073006728,-5.269883182643365
ATF7IP2,0.3088306696376284,4.259146086532161,2.7013185137345688,0.028004890784544243,0.05362267029639345,-4.9809414644662375
SS18L1,0.19539364183342744,5.278925051433267,2.7002516389448386,0.028050300466694086,0.05370374265499779,-5.195963041732444
C6orf226,0.33301483313812175,1.8987940868585633,2.700117020548535,0.028056035659938718,0.053708846735944386,-4.412950600545173
ENPP3,0.8165982824101062,-0.735749166548045,2.7000066323789635,0.028060739467142364,0.05371197549065021,-4.003327134600164
PAMR1,1.1608481018602719,2.421842052382189,2.6988732602054144,0.028109081247426657,0.05379273980191591,-4.51394248965603
CEP89,0.1801123494479464,5.328469856506287,2.6972683560699524,0.028177682278977975,0.053912230723795716,-5.2076308480868665
MAP3K7,0.13598201038025426,6.716026292661099,2.696687674111183,0.02820254583152719,0.0539539028649715,-5.2957378086904185
COX10,0.21360576550408927,3.888918069790443,2.695165359408891,0.02826783553180216,0.05406698589692928,-4.887682281037128
ARNTL,0.5066505313287695,2.590996554070311,2.694466807670558,0.028297847474624185,0.05411255960643084,-4.5565166532294485
ZNF493,0.3743174671964642,5.153431928171273,2.694084230791547,0.028314298082750686,0.05413218640337095,-5.186531017743095
ESRRB,0.4177772347005726,0.5897253984604609,2.693638436495289,0.028333479447143456,0.05416294044631455,-4.2156839474377525
C19orf12,0.180464335281858,5.093717638934539,2.6931045024546503,0.02835647086895684,0.05420097036983896,-5.17824824419736
PSMB8,0.989351992450598,-2.0708715183218613,2.69230026099493,0.028391138154169573,0.05425222793809118,-3.8355608904229466
POTEC,0.6286934508595439,-0.056350882910459976,2.6912597183797806,0.028436056184991843,0.05432342218135068,-4.118232049257777
EIF2A,0.1492399848847228,6.1920510150343,2.690598289277878,0.028464646765427253,0.05436023723106095,-5.2915449877699
SLC25A6,0.14502973760182414,9.014981129686207,2.6904757395525576,0.028469947287369783,0.05436442684217414,-5.289047996334902
ZC3H11B,0.5721381846168325,0.7341050945040004,2.6900682273441645,0.028487580327853965,0.054392162373935245,-4.243718427271347
RBM22,0.13873271550205324,5.5588762082426655,2.688660029517466,0.028548599718681542,0.05449083185833424,-5.249281741467113
CLN5,0.16352900278592486,5.38257851123405,2.6868588149309165,0.028626845555475063,0.05463221246974246,-5.231161406915257
HTRA4,0.5098286811635333,0.5667326171143168,2.6867440314246305,0.028631839305003712,0.05463221246974246,-4.222726653205057
RP11-252A24.2,0.2522330736437959,3.072603863416633,2.6867394810492824,0.02863203729127425,0.05463221246974246,-4.68114103613852
XXbac-BPG246D15.9,3.2132327802431777,-2.953537812851956,2.685603273660999,0.028681517723475835,0.05471469297319346,-3.737946227649588
STAMBPL1,0.36682386087099816,2.3030165548083357,2.6819620244308444,0.028840684186890442,0.05497637609873593,-4.516323623951248
NECTIN3,0.20542242304142544,5.63773186362897,2.68087109962244,0.028888547720581848,0.05504434078964953,-5.269573334137279
APAF1,0.15448569334542306,5.965663285833233,2.680863623084922,0.02888887603045354,0.05504434078964953,-5.295122785640909
PLA2G4E,0.6899769061284927,-0.9338456198559649,2.680241684221894,0.028916200087443684,0.055084322374284456,-4.0053847808555325
WDFY3,0.1787294196655127,6.62309126845317,2.6798357467037026,0.02893404877216542,0.055112323877666555,-5.320688609717125
ZZZ3,0.1442597294398098,6.074169230460514,2.6783479221673274,0.028999564087579414,0.05520706831685729,-5.305108408221216
VPS33B,0.19461569124207756,4.313580170945359,2.673110966885724,0.029231387821559575,0.05560605016735199,-5.039516333969297
NIP7,0.1485535142598824,4.91294383739512,2.672387614208874,0.029263558090658084,0.055661195981350636,-5.178319050404502
ADAM10,0.13676055663906617,7.9273378849848575,2.6696527815362505,0.029385516444950906,0.05588071504603203,-5.339520433071847
MORF4L2,0.1499655885545259,9.240634486464367,2.6689442530505993,0.02941719815566159,0.055916961821195106,-5.317864215330829
TMEM71,0.5330345080516503,0.5966052737797427,2.6687916725223833,0.029424025364592266,0.05592386443521234,-4.255152469000949
PDCD5,0.17412626073666093,5.497212470514495,2.668359535848632,0.029443370154807615,0.05594847804745123,-5.274214139603004
PCDHB19P,0.8367207571501623,-0.8420292759577728,2.6677880345341682,0.029468973775803365,0.05599105017402639,-4.037486558597953
CCNDBP1,0.16013555949370772,5.12129445254384,2.6670191561084793,0.029503456183798446,0.05605048092066974,-5.223648414363912
TMEM201,0.1828061927743816,4.84586525001026,2.66492605771532,0.02959753737538722,0.05619870947611773,-5.176957219184844
LRP6,0.14314851710865462,6.776159524764594,2.6646486841912957,0.02961002799370672,0.05620593750995076,-5.346588150776082
